City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
321,Maravilha,BR,-26.7608,-53.1725,70.21,68,11,5.14,few clouds
322,Awbari,LY,26.5921,12.7805,78.62,23,0,7.29,clear sky
323,Shingu,JP,33.7333,135.9833,85.19,70,100,9.26,overcast clouds
324,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,78,18,13.8,few clouds
325,Petatlan,MX,17.5167,-101.2667,89.4,83,7,3.31,clear sky
326,Nikolskoye,RU,59.7035,30.7861,58.8,56,100,4.52,overcast clouds
327,Mehamn,NO,71.0357,27.8492,44.42,84,100,22.5,overcast clouds
328,Naze,JP,28.3667,129.4833,81.52,90,100,22.39,overcast clouds
329,Aksu,CN,41.1231,80.2644,84.72,36,0,3.18,clear sky
330,Aras,ES,42.5617,-2.356,61.21,72,90,1.14,overcast clouds
331,Palauig,PH,15.435,119.9045,82.04,87,100,14.03,overcast clouds
332,Teknaf,BD,20.8624,92.3058,81.0,87,94,4.34,overcast clouds
333,Cheremshan,RU,54.6667,51.5,49.86,79,0,4.63,clear sky
334,Tazovskiy,RU,67.4667,78.7,47.79,96,100,8.63,overcast clouds
335,Sitka,US,57.0531,-135.33,57.09,82,75,10.36,light rain
336,Oussouye,SN,12.485,-16.5469,82.49,74,86,6.35,overcast clouds
337,Conde,BR,-7.2597,-34.9075,71.06,94,40,8.05,scattered clouds
338,Charlestown,AU,-32.95,151.6667,57.72,49,51,8.01,broken clouds
339,Porto Novo,BJ,6.4965,2.6036,78.62,79,100,7.07,overcast clouds
340,Victoria,HK,22.2855,114.1577,86.25,87,91,1.99,overcast clouds
341,Nicoya,CR,10.1483,-85.452,74.75,89,100,1.3,overcast clouds
342,Chickasha,US,35.0526,-97.9364,95.0,52,1,8.05,clear sky
343,Yarim,YE,14.298,44.3779,59.68,70,92,2.71,overcast clouds
344,Eydhafushi,MV,5.1033,73.0708,81.91,76,100,10.6,overcast clouds
345,Faya,SA,18.3851,42.4509,64.51,78,62,3.42,broken clouds
346,Coquimbo,CL,-29.9533,-71.3436,53.33,87,0,6.91,clear sky
347,Jefferson City,US,38.5767,-92.1735,92.82,51,1,8.01,clear sky
348,Kaspiysk,RU,42.8816,47.6392,75.38,69,40,4.47,scattered clouds
349,Trud,BG,42.2333,24.7333,67.19,77,20,4.61,few clouds
350,Singaparna,ID,-7.3515,108.111,72.55,87,77,2.59,broken clouds
351,Ahipara,NZ,-35.1667,173.1667,59.27,77,100,14.94,overcast clouds
352,Mococa,BR,-21.4678,-47.0047,62.46,42,0,6.73,clear sky
353,Otane,NZ,-39.8833,176.6333,53.38,58,0,10.76,clear sky
354,Mankera,PK,31.3866,71.4407,94.87,46,0,7.54,clear sky
355,Lorengau,PG,-2.0226,147.2712,84.34,67,44,4.72,scattered clouds
356,Sambava,MG,-14.2667,50.1667,67.14,79,82,12.06,light rain
357,Chokurdakh,RU,70.6333,147.9167,49.64,54,84,14.0,broken clouds
358,Oroville,US,39.5138,-121.5564,104.14,20,1,3.44,clear sky
359,Nouadhibou,MR,20.931,-17.0347,69.78,88,10,8.05,clear sky
360,Bairiki,KI,1.3292,172.9752,87.8,66,40,9.22,scattered clouds
361,Kempsey,AU,-31.0833,152.8333,63.95,40,17,11.99,few clouds
362,Huntingdon,GB,52.3305,-0.1865,62.92,90,100,7.45,overcast clouds
363,Iwaki,JP,37.05,140.8833,85.77,68,3,4.03,clear sky
364,Avera,US,33.194,-82.5271,85.87,58,93,6.38,overcast clouds
365,Port Lincoln,AU,-34.7333,135.8667,56.07,77,100,21.83,overcast clouds
366,Kota Bahru,MY,6.1333,102.2386,80.55,89,20,3.44,few clouds
367,Kismayo,SO,-0.3582,42.5454,76.05,76,67,21.54,broken clouds
368,Wasilla,US,61.5814,-149.4394,65.75,67,90,0.0,light rain
369,Shumskiy,RU,54.8318,99.1328,66.72,61,63,5.17,broken clouds
370,Mormugao,IN,15.4,73.8,78.06,100,75,9.22,broken clouds
371,Honningsvag,NO,70.9821,25.9704,45.34,79,100,24.16,overcast clouds
372,Broken Hill,AU,-31.95,141.4333,47.91,76,39,17.27,scattered clouds
373,Nuoro,IT,40.3211,9.3297,74.39,28,7,3.09,clear sky
374,Mana,GF,5.6592,-53.7767,77.13,89,100,7.49,overcast clouds
375,Santa Cruz,BO,-17.8,-63.1667,76.46,61,0,9.22,clear sky
376,Miri,MY,4.4148,114.0089,82.54,89,20,5.75,few clouds
377,Plonsk,PL,52.6235,20.3755,73.24,67,87,7.02,overcast clouds
378,Sinop,TR,41.7711,34.8709,57.67,87,0,3.29,clear sky
379,Setermoen,NO,68.861,18.3486,51.76,98,100,4.16,light rain
380,Ishigaki,JP,24.3448,124.1572,86.13,89,75,14.97,broken clouds
381,Agadez,NE,19.75,10.25,83.77,46,13,9.31,few clouds
382,Jizan,SA,17.3333,42.6667,83.34,76,74,5.14,broken clouds
383,Manzil Salim,TN,35.8567,8.4765,78.8,23,3,6.26,clear sky
384,Broome,US,42.2506,-75.833,76.46,66,20,1.01,few clouds
385,Moose Factory,CA,51.2585,-80.6094,68.0,94,90,8.05,overcast clouds
386,San Patricio,US,28.017,-97.5169,92.53,66,2,13.82,clear sky
387,Kavaratti,IN,10.5669,72.642,81.7,77,97,19.55,overcast clouds
388,Sola,VU,-13.8833,167.55,88.47,74,75,0.0,light rain
389,Les Cayes,HT,18.2,-73.75,79.05,86,21,1.34,few clouds
390,Kungurtug,RU,50.5994,97.5228,59.76,91,100,1.34,overcast clouds
391,Gwanda,ZW,-20.9333,29.0,40.66,92,0,4.92,clear sky
392,Cockburn Town,TC,21.4612,-71.1419,82.0,81,43,15.97,scattered clouds
393,Bilibino,RU,68.0546,166.4372,57.88,50,66,0.29,broken clouds
394,Pangody,RU,65.85,74.4859,54.9,88,90,5.53,overcast clouds
395,Severobaykalsk,RU,55.65,109.3167,64.31,55,9,7.2,clear sky
396,Trzebiatow,PL,54.0615,15.2648,70.07,78,100,10.16,overcast clouds
397,Atambua,ID,-9.1061,124.8925,80.6,37,5,2.06,clear sky
398,Sobolevo,RU,54.4299,31.8996,53.1,83,0,4.54,clear sky
399,Nizhnevartovsk,RU,60.9344,76.5531,62.62,88,90,2.24,overcast clouds
400,Saint Anthony,US,45.0205,-93.218,88.75,30,1,1.99,clear sky
401,Lakselv,NO,70.0513,24.9718,49.82,76,90,6.91,overcast clouds
402,Kalmunai,LK,7.4167,81.8167,79.57,75,100,10.31,overcast clouds
403,Alice Springs,AU,-23.7,133.8833,54.95,38,84,8.05,broken clouds
404,Nampula,MZ,-15.1165,39.2666,58.95,88,40,9.22,scattered clouds
405,Kaitong,CN,44.8135,123.15,73.0,90,100,10.2,light rain
406,Arraial Do Cabo,BR,-22.9661,-42.0278,69.82,76,0,22.79,clear sky
407,Emerald,AU,-23.5333,148.1667,66.34,37,0,10.36,clear sky
408,Ostrovnoy,RU,68.0531,39.5131,45.09,87,100,22.46,overcast clouds
409,Rio Grande,BR,-32.035,-52.0986,60.53,77,100,7.96,overcast clouds
410,Imbituva,BR,-25.23,-50.6044,53.06,79,0,1.92,clear sky
411,Bilma,NE,18.6853,12.9164,88.92,43,100,9.8,overcast clouds
412,Arlit,NE,18.7369,7.3853,93.13,33,12,10.07,few clouds
413,Nador,MA,35.174,-2.9287,88.05,19,0,10.36,clear sky
414,Nelson Bay,AU,-32.7167,152.15,57.99,51,6,5.01,clear sky
415,Salamiyah,SY,35.0113,37.0532,72.84,83,0,5.35,clear sky
416,Dunedin,NZ,-45.8742,170.5036,50.81,32,100,17.0,overcast clouds
417,Poum,NC,-20.2333,164.0167,73.38,75,42,4.18,scattered clouds
418,Kamenka,RU,51.3223,42.7678,62.04,69,98,5.03,overcast clouds
419,Greece,US,43.2098,-77.6931,77.36,71,100,13.56,overcast clouds
420,Pativilca,PE,-10.7,-77.7833,62.35,84,42,5.82,scattered clouds
421,Evanston,US,42.0411,-87.6901,88.32,83,40,1.01,scattered clouds
422,Hervey Bay,AU,-25.2986,152.8535,72.03,43,1,9.06,clear sky
423,Rorvik,NO,64.8621,11.2373,56.61,87,100,4.7,overcast clouds
424,Lakes Entrance,AU,-37.8811,147.981,51.57,49,16,20.47,few clouds
425,Fort-Shevchenko,KZ,44.5086,50.263,81.19,63,92,14.74,overcast clouds
426,Quang Ngai,VN,15.1167,108.8,83.3,65,100,3.04,overcast clouds
427,Kalmar,SE,56.6616,16.3616,48.13,100,0,3.44,clear sky
428,Rawson,AR,-43.3002,-65.1023,46.36,48,100,18.63,overcast clouds
429,Tezu,IN,27.9167,96.1667,79.92,89,98,0.74,overcast clouds
430,Arcos De La Frontera,ES,36.7508,-5.8106,72.91,70,0,1.01,clear sky
431,Biltine,TD,14.5333,20.9167,84.27,53,100,10.38,overcast clouds
432,Jawhar,SO,2.7809,45.5005,72.77,81,50,16.02,scattered clouds
433,Lokoja,NG,7.8024,6.743,71.51,95,30,2.48,scattered clouds
434,Tacuarembo,UY,-31.7333,-55.9833,62.47,85,100,7.07,overcast clouds
435,Atar,MR,20.5169,-13.0499,93.15,21,99,9.8,overcast clouds
436,Ambulu,ID,-8.345,113.6058,76.5,72,0,1.74,clear sky
437,Jerome,US,42.7241,-114.5186,89.08,21,1,9.22,clear sky
438,Thohoyandou,ZA,-22.9456,30.485,44.8,80,25,4.12,scattered clouds
439,Port Blair,IN,11.6667,92.75,82.04,84,100,19.93,overcast clouds
440,Kirakira,SB,-10.4544,161.9205,85.05,72,49,9.44,scattered clouds
441,Porto Velho,BR,-8.7619,-63.9039,80.65,65,0,0.0,clear sky
442,Cubuk,TR,40.2386,33.0322,65.95,67,0,6.91,clear sky
443,Guerrero Negro,MX,27.9769,-114.0611,72.55,74,99,14.85,overcast clouds
444,Lepa,PH,15.8826,120.4493,84.0,78,97,4.81,overcast clouds
445,Tuatapere,NZ,-46.1333,167.6833,48.81,68,100,6.67,overcast clouds
446,Cam Ranh,VN,11.9214,109.1591,85.96,58,40,8.05,scattered clouds
447,Anloga,GH,5.7947,0.8973,77.22,80,100,11.39,overcast clouds
448,Egvekinot,RU,66.3167,-179.1667,48.54,88,100,3.44,overcast clouds
449,Nishihara,JP,26.1842,127.7558,83.86,95,90,16.11,mist
450,Noumea,NC,-22.2763,166.4572,80.58,99,0,7.0,clear sky
451,Alihe,CN,50.5667,123.7167,73.36,58,3,5.91,clear sky
452,Mackay,AU,-21.15,149.2,74.05,30,0,12.66,clear sky
453,Port Augusta,AU,-32.5,137.7667,53.74,59,6,14.12,clear sky
454,Stornoway,GB,58.2093,-6.3865,59.94,93,92,4.61,overcast clouds
455,Tual,ID,-5.6667,132.75,79.92,73,99,7.54,overcast clouds
456,Areado,BR,-21.3586,-46.1456,54.46,51,0,0.76,clear sky
457,North Bend,US,43.4065,-124.2243,63.86,86,90,23.02,overcast clouds
458,Sumter,US,28.7086,-82.0831,85.89,74,0,13.02,clear sky
459,Saint Joseph,US,39.7686,-94.8466,92.75,72,0,6.42,clear sky
460,Jepelacio,PE,-6.1167,-76.95,64.99,86,8,1.86,clear sky
461,Khani,GE,41.9563,42.9566,63.97,98,100,0.83,overcast clouds
462,Cascais,PT,38.6979,-9.4215,67.46,74,21,5.01,few clouds
463,Bethanien,NA,-26.502,17.1583,45.32,19,29,6.31,scattered clouds
464,Padang,ID,-0.9492,100.3543,73.45,74,97,2.98,overcast clouds
465,Belaya Gora,RU,68.5333,146.4167,58.5,47,100,15.75,overcast clouds
466,Mandalgovi,MN,45.7625,106.2708,64.6,70,100,8.43,overcast clouds
467,Talnakh,RU,69.4865,88.3972,49.01,91,100,4.92,moderate rain
468,North Platte,US,41.1239,-100.7654,89.49,44,1,5.01,clear sky
469,Hobyo,SO,5.3505,48.5268,76.35,79,100,24.05,overcast clouds
470,Tautira,PF,-17.7333,-149.15,73.42,75,27,6.33,light rain
471,Kholtoson,RU,50.2981,103.3097,64.63,68,67,2.46,broken clouds
472,Esna,EG,25.2934,32.554,84.49,25,0,7.72,clear sky
473,Verkhniye Kigi,RU,55.4083,58.6044,54.95,97,63,7.49,broken clouds
474,Wahiawa,US,21.5028,-158.0236,88.12,72,90,14.97,light rain
475,Maragogi,BR,-9.0122,-35.2225,74.48,83,100,16.6,overcast clouds
476,Winslow,US,35.0242,-110.6974,83.97,43,1,4.61,clear sky
477,Antofagasta,CL,-23.65,-70.4,56.48,75,38,8.68,scattered clouds
478,Khash,IR,28.2211,61.2158,76.86,52,0,2.62,clear sky
479,Valleyview,CA,55.0667,-117.2859,75.24,29,96,14.97,overcast clouds
480,Husavik,IS,66.0449,-17.3389,57.11,89,61,4.07,broken clouds
481,Dudinka,RU,69.4058,86.1778,48.43,78,100,5.17,overcast clouds
482,Monrovia,LR,6.3005,-10.7969,73.17,78,100,9.22,overcast clouds
483,Catuday,PH,16.2923,119.8062,81.9,79,99,19.95,overcast clouds
484,Necochea,AR,-38.5473,-58.7368,48.04,84,100,12.37,moderate rain
485,Harper,LR,4.375,-7.7169,74.86,73,100,5.41,overcast clouds
486,Canto Do Buriti,BR,-8.11,-42.9444,77.11,54,0,10.13,clear sky
487,Krasnopavlivka,UA,49.1372,36.3272,62.49,72,23,5.64,few clouds
488,Poronaysk,RU,49.2167,143.1167,75.97,79,94,5.88,overcast clouds
489,Mulanje,MW,-16.0316,35.5,53.96,93,38,7.18,scattered clouds
490,Camacha,PT,33.0833,-16.3333,68.76,78,40,11.5,scattered clouds
491,Poli,TZ,-3.3333,36.8,52.2,88,56,3.83,broken clouds
492,Katangli,RU,51.7102,143.2326,79.83,68,33,4.94,scattered clouds
493,Kiama,AU,-34.6833,150.8667,55.26,49,26,24.0,scattered clouds
494,Usak,TR,38.5,29.4167,61.97,70,91,9.15,moderate rain
495,Burnie,AU,-41.0667,145.9167,41.92,67,99,18.03,light rain
496,Adrar,MR,20.5022,-10.0711,92.52,25,63,6.98,broken clouds
497,Acapulco,MX,16.8634,-99.8901,85.82,79,20,6.91,few clouds
498,Miyazu,JP,35.5333,135.1833,82.6,59,5,6.24,clear sky
499,Bowen,AU,-20.0167,148.2333,73.62,33,5,9.8,clear sky
500,Tessalit,ML,20.1986,1.0114,86.9,50,21,11.72,few clouds
501,Chateau-Thierry,FR,49.05,3.4,66.34,93,90,5.64,overcast clouds
502,Bani,DO,18.2833,-70.3333,81.86,85,100,2.66,overcast clouds
503,Grand Gaube,MU,-20.0064,57.6608,70.2,78,4,5.01,clear sky
504,Hurghada,EG,27.2574,33.8129,83.75,38,0,13.65,clear sky
505,Gweru,ZW,-19.45,29.8167,40.39,88,0,11.65,clear sky
506,Assiniboia,CA,49.6334,-105.9845,85.91,16,0,9.22,clear sky
507,Samarai,PG,-10.6167,150.6667,79.7,83,100,15.88,overcast clouds
508,Spirit River,CA,55.7833,-118.8361,73.92,40,86,13.0,overcast clouds
509,Gasa,PS,31.5,34.4667,80.58,77,67,5.17,broken clouds
510,Teahupoo,PF,-17.8333,-149.2667,67.96,72,14,6.89,few clouds
511,Nakamura,JP,32.9833,132.9333,81.18,75,100,7.65,overcast clouds
512,Slavonski Brod,HR,45.1603,18.0156,70.18,74,8,1.48,clear sky
513,Placido De Castro,BR,-10.3353,-67.1856,77.7,45,1,2.37,clear sky
514,Muscat,OM,23.6139,58.5922,90.14,66,94,4.29,overcast clouds
515,Karratha,AU,-20.7377,116.8463,74.3,33,9,9.62,clear sky
516,Kristiinankaupunki,FI,62.2743,21.376,58.66,85,37,7.23,scattered clouds
517,Altamira,BR,-3.2033,-52.2064,74.62,62,41,2.59,scattered clouds
518,Dohar,BD,23.5883,90.1469,78.78,86,8,7.67,clear sky
519,Hadrut,AZ,39.52,47.0318,70.45,81,91,5.06,overcast clouds
520,Belmonte,BR,-15.8631,-38.8828,73.9,76,44,9.71,scattered clouds
521,Edson,CA,53.5835,-116.4356,71.74,37,20,8.05,few clouds
522,Beringovskiy,RU,63.05,179.3167,56.28,74,100,7.56,overcast clouds
523,Saratov,RU,51.5667,46.0333,63.95,57,4,4.0,clear sky
524,Gweta,BW,-20.1833,25.2333,49.19,61,0,12.15,clear sky
525,Mawlaik,MM,23.6333,94.4167,77.05,98,99,1.39,overcast clouds
526,Yanam,IN,16.7333,82.2167,81.79,75,100,8.32,overcast clouds
527,Shelburne,CA,44.0787,-80.2041,69.42,100,100,24.27,light rain
528,Shangrao,CN,28.4532,117.9686,82.62,76,41,6.93,scattered clouds
529,Smoky Lake,CA,54.1169,-112.4686,79.48,27,86,13.8,overcast clouds
530,Banepa,NP,27.6298,85.5214,70.12,100,75,2.3,broken clouds
531,Nuevo Casas Grandes,MX,30.4167,-107.9167,70.75,67,100,11.99,overcast clouds
532,Ambo,PE,-10.1308,-76.2047,58.05,88,7,3.69,clear sky
533,Kailua,US,21.4022,-157.7394,91.38,73,75,16.11,broken clouds
534,Rocha,UY,-34.4833,-54.3333,54.48,88,100,7.63,overcast clouds
535,Ust-Uda,RU,54.1742,103.0304,71.13,50,35,3.65,scattered clouds
536,Zhigansk,RU,66.7697,123.3711,64.53,55,18,16.17,few clouds
537,Totskoye,RU,52.5248,52.7623,62.01,68,93,7.34,overcast clouds
538,Sechura,PE,-5.5569,-80.8222,66.65,76,0,12.57,clear sky
539,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.79,49,14,0.85,few clouds
540,Neijiang,CN,29.5835,105.0622,79.52,80,0,0.54,clear sky
541,Marzuq,YE,14.4,46.4667,72.0,84,85,8.93,overcast clouds
542,Upata,VE,8.0086,-62.3989,71.65,97,100,3.04,overcast clouds
543,Springfield,US,37.2153,-93.2982,91.33,63,1,4.0,clear sky
544,Sorong,ID,-0.8833,131.25,80.91,69,100,12.28,light rain
545,Alghero,IT,40.5589,8.3181,78.84,55,6,1.9,clear sky
546,Nabire,ID,-3.3667,135.4833,75.76,90,100,0.89,overcast clouds
547,Wilmington Island,US,32.0036,-80.9737,80.98,66,1,8.05,clear sky
548,Buluang,PH,13.3068,123.3425,83.17,82,100,15.88,overcast clouds
549,Serenje,ZM,-13.2325,30.2352,49.53,88,86,9.75,overcast clouds
550,Sohbatpur,PK,28.5202,68.5434,94.98,40,14,6.02,few clouds
551,Sur,OM,22.5667,59.5289,88.02,64,53,7.56,broken clouds
552,Beba,CU,22.4437,-79.7253,82.67,89,77,5.44,light rain
553,Thinadhoo,MV,0.5333,72.9333,82.04,78,79,8.75,broken clouds
554,Hami,CN,42.8,93.45,90.99,16,84,12.37,broken clouds
555,Bacolod,PH,10.6667,122.95,82.63,82,100,20.13,overcast clouds
556,Turbat,PK,26.0023,63.044,82.56,78,8,5.08,clear sky
557,Canchungo,GW,12.0672,-16.0333,80.67,80,100,3.36,light rain
558,Fort Carson,US,38.7375,-104.7889,79.97,31,11,3.53,few clouds
559,Tolaga Bay,NZ,-38.3667,178.3,56.89,69,87,10.13,overcast clouds
560,Sinnamary,GF,5.3833,-52.95,77.99,86,78,10.04,light rain
561,Adrian,US,41.8975,-84.0372,82.11,73,1,11.5,clear sky
562,Wageningen,NL,51.9667,5.6667,65.16,92,90,4.61,mist
563,Jaca,ES,42.569,-0.5499,68.02,77,0,4.14,clear sky
564,Guatire,VE,10.4762,-66.5427,77.5,97,100,2.71,light rain
565,Swiecie,PL,53.4095,18.4474,62.15,78,21,4.97,few clouds
566,Akdepe,TM,42.0551,59.3788,80.6,16,0,8.28,clear sky
567,Kahului,US,20.8947,-156.47,86.02,81,40,24.16,light rain
568,Mitsamiouli,KM,-11.3847,43.2844,75.15,71,2,20.4,light rain
569,Nassau,US,40.7507,-73.5829,77.68,69,1,3.0,clear sky
570,Palmeira Das Missoes,BR,-27.8994,-53.3136,61.16,61,5,6.29,clear sky
571,Iberia,US,29.9502,-91.7507,93.27,66,1,0.0,clear sky
572,Chama,CH,47.1821,8.4636,67.6,96,75,0.0,moderate rain
573,Itacarambi,BR,-15.1022,-44.0919,65.91,41,0,3.29,clear sky
574,Auki,SB,-8.7676,160.7034,83.19,71,94,3.18,overcast clouds
575,Kupang,ID,-10.1667,123.5833,79.38,34,20,1.14,few clouds
576,Vysokogornyy,RU,50.1167,139.15,88.34,41,91,8.28,overcast clouds
577,Kabelvag,NO,68.2114,14.4817,56.53,98,100,9.57,light rain
578,Athabasca,CA,54.7169,-113.2854,76.82,28,73,15.26,broken clouds
579,Lazaro Cardenas,MX,17.9583,-102.2,83.1,82,91,6.26,overcast clouds
580,Maarianhamina,AX,60.0973,19.9348,51.66,93,0,1.14,clear sky
581,Belyy Yar,RU,53.6039,91.3903,67.89,94,0,2.24,clear sky
582,Hovd,MN,48.0056,91.6419,67.62,47,12,3.15,few clouds
583,Preobrazheniye,RU,42.9019,133.9064,82.09,66,76,8.14,broken clouds
584,Port Macquarie,AU,-31.4333,152.9167,63.9,39,40,18.41,scattered clouds
585,Gannan,CN,47.9147,123.5031,76.59,70,34,2.26,scattered clouds
586,Machilipatnam,IN,16.1667,81.1333,80.8,78,100,11.7,overcast clouds
587,Marawi,PH,7.9986,124.2928,80.65,63,98,7.29,overcast clouds
588,Nipawin,CA,53.3668,-104.0009,78.84,34,1,16.11,clear sky
589,Teguise,ES,29.0605,-13.564,68.22,83,20,18.41,few clouds
590,Muswellbrook,AU,-32.2667,150.9,52.65,56,33,17.16,scattered clouds
591,Yen Bai,VN,21.7,104.8667,81.25,88,100,2.42,overcast clouds
592,Sayyan,YE,15.1718,44.3244,61.9,71,34,0.6,scattered clouds
593,Natal,BR,-5.795,-35.2094,75.85,73,0,11.5,clear sky
594,Ambovombe,MG,-25.1667,46.0833,61.61,62,34,10.74,scattered clouds
595,Bellegarde-Sur-Valserine,FR,46.1079,5.8242,69.12,94,100,2.28,overcast clouds
596,Bousse,BF,12.6606,-1.8922,78.37,68,100,7.49,overcast clouds
597,Oga,IT,46.4631,10.347,61.48,93,13,3.51,few clouds
598,Yangambi,CD,0.8102,24.4336,71.4,89,99,2.21,overcast clouds
599,Saint-Pierre,RE,-21.3393,55.4781,65.84,84,90,5.75,light rain
600,Delijan,IR,33.9905,50.6838,85.59,16,6,5.84,clear sky
601,Kluczbork,PL,50.9728,18.2182,66.97,71,96,5.68,overcast clouds
602,Kandrian,PG,-6.2167,149.55,84.22,72,37,3.83,light rain
603,Samfya,ZM,-11.3649,29.5565,54.64,75,1,12.24,clear sky
604,Tabas,IR,33.5959,56.9244,88.23,13,0,3.36,clear sky
605,Zhuhai,CN,22.2769,113.5678,87.98,79,20,1.14,few clouds
606,Sillod,IN,20.3,75.65,73.26,88,100,16.91,overcast clouds
607,San Juan,AR,-31.5375,-68.5364,52.48,40,0,10.87,clear sky
608,Gurgentepe,TR,40.7883,37.6017,57.09,90,0,5.44,clear sky
609,Santa Fe,AR,-31.6333,-60.7,66.99,74,99,1.99,overcast clouds
610,Aasiaat,GL,68.7098,-52.8699,38.05,91,44,8.66,scattered clouds
611,Yozgat,TR,39.5833,35.3333,51.64,91,0,6.62,clear sky
612,Olafsvik,IS,64.8945,-23.7142,49.98,78,100,9.37,overcast clouds
613,Yarmouth,US,41.7057,-70.2286,72.07,74,1,5.75,clear sky
614,Alekseyevsk,RU,57.8406,108.3492,76.01,51,14,6.08,few clouds
615,Puerto Cabezas,NI,14.0351,-83.3888,78.87,84,75,10.42,broken clouds
616,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,65,0,2.3,clear sky
617,Along,IN,28.1667,94.7667,78.35,98,100,0.49,overcast clouds
618,Batagay-Alyta,RU,67.8006,130.4114,66.34,52,68,11.48,broken clouds
619,Kulhudhuffushi,MV,6.6221,73.07,80.22,82,100,17.11,overcast clouds
620,Moron,AR,-34.6534,-58.6198,59.0,97,100,4.0,moderate rain
621,Vanavara,RU,60.34,102.2797,75.83,52,53,3.78,broken clouds
622,Coahuayana,MX,18.7333,-103.6833,90.88,85,76,3.69,broken clouds
623,Leopold,AU,-38.1833,144.4667,49.84,70,99,15.99,light rain
624,Oksfjord,NO,70.2396,22.3479,50.07,94,95,5.64,overcast clouds
625,Tabou,CI,4.423,-7.3528,74.66,72,98,5.53,overcast clouds
626,The Pas,CA,53.8251,-101.2541,73.42,56,40,9.98,scattered clouds
627,Podor,MR,16.6527,-14.9587,84.15,65,0,6.91,clear sky
628,Vilhena,BR,-12.7406,-60.1458,71.28,48,5,2.71,clear sky
629,Road Town,VG,18.4167,-64.6167,80.64,94,40,11.5,thunderstorm
630,Pilar,BR,-9.5972,-35.9567,75.13,90,24,4.79,few clouds
631,Duliagaon,IN,27.3667,95.3167,78.67,94,100,0.38,overcast clouds
632,Akyab,MM,20.15,92.9,82.17,84,100,5.95,overcast clouds
633,Nizhnyaya Salda,RU,58.0776,60.7202,51.28,92,100,6.93,overcast clouds
634,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,65,40,12.66,scattered clouds
635,Eureka,US,40.8021,-124.1637,68.13,77,50,1.01,scattered clouds
636,Sebeta,ET,8.9167,38.6167,54.61,98,100,3.89,moderate rain
637,Daultala,PK,33.1925,73.1413,84.61,50,100,6.73,overcast clouds
638,Xilagani,GR,40.9833,25.4167,66.56,61,30,8.23,scattered clouds
639,Beira,MZ,-19.8436,34.8389,63.41,73,55,15.41,broken clouds
640,Kjollefjord,NO,70.9457,27.3465,44.42,84,100,22.48,overcast clouds
641,Bereda,ES,43.2686,-7.5406,59.92,100,95,1.57,overcast clouds
642,Chengde,CN,40.9725,117.9361,76.86,85,98,1.25,overcast clouds
